"created_at","screen_name","text","retweet_count","name","location","description","followers_count","long","lat"
"2020-08-14 20:03:43","SmithsonTennant","We hope you’re having a great start to your weekend. What’s your favorite Friday activity? Pictured : our High Gloss European style band.
#iridium #aerospace #technologicalinnovation #earthscience #rareearth #raremetals #preciousmetals #space #rarejewelry #IridiumIRL https://t.co/8zgSSyEivU",0,"Smithson Tennant","Los Angeles, CA","Instagram: @SmithsonTennant
Pinterest: @SmithsonTennant
#IridiumIRL",3,-118.2436849,34.0522342
"2020-08-14 19:41:47","photoskgb","I wish I wish upon a star #Perseids #PerseidMeteorShower #MeteorShower #Astrotography #Space #SkyWatching #Texas #TXStateParks #NASA #GetOutdoors #InspireTexasNow #GodBlessedTexas #ThePhotoHour #StormHour #Nikon #KGBPhotography https://t.co/rXXiQlkjQp",1,"Kyle Bunch","Dallas, TX","Dallasite for life | Landscape and travel photographer

IG: photoskgb",520,-96.7969879,32.7766642
"2020-08-14 19:27:23","lecheflan__","Democrats are like: 

“hey folx! time to STAN ✊🏼 our woke girlboss 👑 of color who will fight for you 👨‍👨‍👧 all the way to eviction court 👩🏻‍⚖️ and create a #safe #space for cops (good apples) to protect our communities (kill you)”",1,"💫BLACK LIVES MATTER💫","Los Angeles, CA","💖 natalie 💜• she/her 💙• UW Nursing ‘18 • 🇵🇭",135,-118.2436849,34.0522342
"2020-08-14 19:01:23","CiroV1","Replicas of #perseverance and #ingenuity currently on their ways to Mars #NasaPerseverance #Mars2020 #countdowntomars #space https://t.co/BkEGYFv2qU",1,"Ciro Villa 🚀","Titusville, FL","Sr. Software Engineer for Space Launch and Test Range Systems Technology with the U.S. Space Force. Opening portals to Space. Tweets are mine. 🚀",1204,-80.8075537,28.6122187
"2020-08-14 18:50:05","TrumanDome","We’re open for business! Face masks and social distancing modes: activated. Show schedule coming soon! #Space #Education #TheTrumanWay https://t.co/23HKR9pvub",0,"Robison Planetarium","Kirksville, MO","Located @TrumanState - Shows and content for educators and space enthusiasts. Also sarcasm. We travel the universe!",557,-92.5832496,40.1947539
"2020-08-14 18:34:37","iam_rachelford","This is a perfect example of #DiversityandInclusion. 

We get there by working together, all together. 

@NASA @NASAKennedy

#madamedirector #storyteller #kennedyspacecenter #iss #nasa #space #spaceexploration #Diversity #future #futurist #myfriend #together https://t.co/I5XWcZcntq",0,"Rachel Ford","Tampa, FL","a.k.a. Madame Director, who loves people, storytelling, media production, space exploration, and of course, color. (views here are my own)",29,-82.4571776,27.950575
"2020-08-14 18:27:10","ChadWleczyk","We pray today in agreement  for #OpenDoors and #Space to lift up the name of Jesus together in every city in the 🌎!!!! #Love #Unity #Hope #Peace #Joy #Healing #Transformation  #Revival #Restoration #Signs #Wonders #Miracles #Breakthrough #Streets #Rooftops #Airwaves #Amplify https://t.co/FagmPAGVkY",1,"Chad Wleczyk","Milwaukee,WI","Passionate connector of people, places, and spaces. Dedicated to making a transformative difference in the lives of others and cities. | | |",747,-87.9064736,43.0389025
"2020-08-14 18:13:18","BrecolesNine","Go like and follow my Facebook page for nerd stuff!  https://t.co/EeHOI7UuIK

#nerd #science #facts #dinosaur #space #Facebook #memes #funstuff #community",0,"BrecolesNine","Layton, UT","I'm a fairly average YouTuber, subscribe to my channel",236,-111.9710529,41.0602216
"2020-08-14 18:10:59","Toppcatt22","Excited to move my music into a new space. Space is a part of everything. It matters tremendously to music, as it does to anything else. I feel excited for my space and I know that excite me will translate to you all. Look for big things soon. #music #art #sing #producer #space",0,"Carlos Young","Dallas, TX","Musician and Singer Songwriter from Texas, USA. Grew up singing my lungs out. Focused on helping others shine and get where they are going in music. HMU.",414,-96.7969879,32.7766642
"2020-08-14 17:09:49","ScruffyMinds","#apod
#astronomypictureoftheday
#astronomy
#Space 
 Jupiter and Saturn Rising Beyond Alien Throne Rock https://t.co/VCFWBb3BMP",0,"EH Mantel (eMan the Elder Millennial)","Chattanooga, TN","Daily writing prompts & excerpts from my book
Chronicles of Centauri Book 1 Interview with the Being
A Tale from Orion's Spur
video games & tech
Soli Deo Gloria",344,-85.3096801,35.0456297
"2020-08-14 17:51:30","MoreContentNow","Mid-August will be an ideal time to view the Milky Way! Find  more #space and #astronomy content at MCN!
https://t.co/Tu29nYGf7J",0,"More Content Now","Austin, Texas","We offer cartoons, special sections, lifestyle pages and trend pieces on food, health, home - for all types of publications and publishers. #4morecontentnow",298,-97.7430608,30.267153
"2020-08-14 17:22:20","theBluYu","Another cover for @officialrichez ! I made this a while ago as well, but I'm posting it now, I guess.
#digitalart #albumcover #music #commission #drawing #space #scifi #painting https://t.co/yfRTh4ZXdx",0,"BluYu 💙","Tallahassee, FL","I do art stuff.

Find me:
https://t.co/bPDZ4kh1EV
https://t.co/w5pgV0KdEL
https://t.co/0D0r0h45qo…

Commission info: https://t.co/9ijfmhsQWY",5,-84.2807329,30.4382559
"2020-08-14 17:15:42","thetechstartups","NASA headed towards giant asteroid (16 Psyche) that could make everyone on Earth a billionaire – could be worth $10,000 quadrillion dollars @NASA #newdiscovery #astronomy #space #breakingnews https://t.co/0w9FIrKeIK",1,"thetechstartups","Washington, DC","https://t.co/19r2TTLMmR is the exclusive platform for technology startups. We feature latest startup news & emerging tech news. Got a tip? info@techstartups.com",504,-77.0368707,38.9071923
"2020-08-14 17:04:11","x1628","Dear #space and #science twitter, I have a question.

What happens to raw meat or other foodstuffs if you chuck ‘em out an airlock?
Could a ship or station vacuum freeze and preserve meat this way?
What would it take to reconstitute it?
Have we ever tried it?",0,"sixteentwentyeight","Michigan, USA","Oh no! Something is happening to everything!",149,-85.6023643,44.3148443
"2020-08-14 17:04:04","InspExpertsInc","I just found out we have staff who are part a team mapping the surface of the moon!! #moonmapping #Space #NASA",0,"Inspection Experts, Inc","Columbia, MD","Government Environmental Site Safety & Health, Facilities Management, Infrastructure Upgrades, Building Automation and Sustainable Operations & Maintenance",14,-76.8541666666667,39.2021666666667
"2020-08-14 17:01:55","NESorghumBoard","#NeSPA and the #SorghumArmy have OUT OF THIS WORLD NEWS!!!

In partnership with the #sewardcountydevelopment and the #Seward #Kiwanis, we are dedicating the first official public installation of a United States #Space #Force flag in the #nation. Help us #celebrate on 08/22/2020 https://t.co/7XuluthOf5",0,"nebraskasorghum","Nebraska","",648,-99.9018131,41.4925374
"2020-08-14 17:01:02","_Soldier","Scientist calculates the 'sad, lonely' end of the universe https://t.co/OtBobwvsSu #space",0,"╔ Edgardo ╗","Mexico","💻 Freelance full-stack web and mobile developer. I love to share knowledge! Tips in Español|English about front, back, devops, design, mobile development 🙂",1385,-103.7,23.3833333333333
"2020-08-14 16:46:05","mwillismodeler","#GraphicDesigner do you need more #space
https://t.co/uk05Vb8AON",0,"Mark Willis","Niles, MI","second shift worker, stock photographer, and DJ video creator",273,-86.2541768,41.8297694
"2020-08-14 16:12:34","usacelittlerock","There is another fun planet viewing opportunity coming at us this month! On August 15th, in the hour before sunrise, look for Venus in the east, just a couple of finger widths apart from the crescent Moon. 
Photo courtesy of @NASA/ Bill Dunford
#Venus #space #moon https://t.co/gcqkmX8hv0",5,"usacelittlerock","Little Rock, AR","Welcome to the official Twitter page of the U.S. Army Corps of Engineers, Little Rock District. Following does not equal endorsement.",2424,-92.2895948,34.7464809
"2020-08-14 16:05:12","NHamisevicz","#Friday #Asia #space reference: Volcano on #Japan’s #Nishinoshima island https://t.co/oxnQTnwmRZ h/t @NASAEarth",0,"Nicholas Hamisevicz","Washington, D.C.","Ph.D. candidate @CatholicUniv. Korea analyst, Asia enthusiast",709,-77.0368707,38.9071923
"2020-08-14 16:00:01","MindsEyeShow","U.S. eyes building nuclear power plants for moon and Mars https://t.co/0ZyOnHZFK2 

#nuclear #Mars #moon #NuclearEnergy #Mars2020 #energysystem #SpaceX #MoonLovers #nuclearweapons #space #cosmos #MARSCAMP #nuclearban #spaceisfake #energy #SpaceForce #moonlight #MoonlightParty",0,"Mind's Eye Podcast","Baltimore, MD","Feed your head, engage your brain and enter The Mind's Eye. An audiotorium of audacity. Thursdays at 8pm ET on @Stitcher @ZTalkRadioNet.",863,-76.6121893,39.2903848
"2020-08-14 15:47:42","mark_tarello","PASS IT ON: Planet Venus will appear below the crescent Moon Saturday morning in the east sky 45 minutes before sunrise! #Space https://t.co/CgyKLMff9h",18,"Mark Tarello","Mankato, Minnesota.","Chief Meteorologist at KEYC News Now. A CBS, FOX, & NBC affiliate. Bringing 23 years of TV weather experience to southern Minnesota & keeping you informed 24/7.",16556,-93.9993996,44.1635775
"2020-08-14 15:46:15","geneticavatar","Check out my Go Fund Me Page. Can We Erase Time? #Space #time #timetravel #quantum #Einstien #NASA #tesla #ElonMusk 
@elonmusk https://t.co/JuV6GCKrBy",0,"Harold","Cleveland, OH","",9479,-81.6943605,41.49932
"2020-08-14 15:43:58","FeistyRam23","Mass Effect Andromeda 💫☄️
 https://t.co/78zWX99da3

#TwitchAffilate #MassEffect #rpg #gaming #twitchstreamer #PS4share #StreamingLive #SupportSmallStreamers #twitchcommunity #twitchgirls #twitch #twitchgamer #gamer #andromeda #space",0,"♈ FiestyRam 🐏🔥","New Jersey, USA","🎨👩🏽‍🎨Artist & 🎮Gamer
GT: Fiestyram96
📸Insta: fiestyram
👻: Ryah Devlugt
#AriesGang 🤘🏽♈
Astrology Fanatic 🌠
Space Nerd 👩🏼‍🚀🚀👩🏼‍🔬",93,-74.4056612,40.0583238
"2020-08-14 15:42:47","peteatk400","The 🇺🇸🇧🇷 #SpaceEngagementTalks is another example of how we are actively strengthening #partnerships in #SouthAmerica. These relationships help the #UnitedStates and #Brazil maintain the #responsible and #safe use of #space. @US_SpaceCom @Southcom @SpaceForceDoD",0,"Pete Atkinson","Colorado Springs, CO","Chief of International Engagements, United States Space Command (USSPACECOM)",5,-104.8213634,38.8338816
"2020-08-14 15:42:18","DiabeticCyborgg","Ask Ethan: Will The Cosmic Microwave Background Ever Disappear? by @StartsWithABang in @startswithabang https://t.co/fLf9XRdoO7 #CMB #Space #Astrophysics #Cosmology #Astronomy",0,"Adam, Diabetic Cyborg","Longview, TX","Stoic Optimist, mental Health/health advocate, geek, sneakerhead, pet lover, Historian, disabled blogger/vlogger w/ T1Diabetes, SPMS CSM MDD = redefined purpose",6282,-94.7404891,32.5007037
"2020-08-14 15:35:26","philosopher70","Here's lecture 29 in the Worlds of Speculative Fiction series, this one focused on Arthur Clarke, specifically Rendezvous with Rama, 2001: A Space Odyssey, Childhood's End, and Songs of Distant Earth.

https://t.co/kh1QyF2Uff

#Scifi #Clarke #SpeculativeFiction #Space #Aliens",0,"Gregory B. Sadler - mask up and maintain distance!","Milwaukee, WI","speaker, author, philosopher | YouTube philosophy guy | editor Stoicism Today | co-host Wisdom For Life show | host Sadler's Lectures podcast | teaches at MIAD",6901,-87.9064736,43.0389025
"2020-08-14 15:27:01","The_Em_Vega","Can a vehicle fly on #Mars? 

The atmosphere is 99% less dense than Earth's, so @NASA built a teeny helicopter called Ingenuity to be light, with rotor blades that are much larger and spin much faster than what is required on #Earth.

Learn: https://t.co/i6UPPm934r

#space https://t.co/YP7jUv8SqK",1,"Em Vega","San Francisco, CA","Never trust an atom - they make up everything! #Author, #Illustrator - my #SciFi novel ""Lunar Seed"": https://t.co/H2tVLLMHbL",15671,-122.4194155,37.7749295
"2020-08-14 15:24:39","iamjasminecrowe","Sky Is Falling 🎶✨ The new ‘White Truffle Remix’ drops 08.19.20 🔥💥🌟 Let’s goooo 🚀 #NewMusicFriday #FridayMotivation #Space #Music 

Presave here: https://t.co/JwOe8Wm0Nf https://t.co/khHNcADMi2",0,"Jasmine Crowe","Studio City, CA","Songs are the symptoms of my life... 🎶 
Watch the ""Sky Is Falling Video"" and listen to the new remixes!",3060,-118.3905,34.1395
"2020-08-14 15:19:45","MayCosta54","It still looks amazing to me. What @SpaceX has done is something from science fiction, things I read in books when I was a kid, and things that we would only dream about.
#space #science #SpaceX https://t.co/0FGUxoI5xf",1,"May Costa","Mesa, Arizona","COO & Co-Founder @baltutech
Space geek. Physics, tech, & science fascinates me.
I make my own people.
Blog: https://t.co/jOlq2llxQy",149,-111.8314724,33.4151843
"2020-08-14 14:50:30","TessieART","Check out this #impromptu #track I #composed that I #believe was plucked from #Space &amp; #Time…"" Petra-Core-Scarab Dance"" by #TheRemfields #tessièMay #AltMusic #Experimentalmusic #industrial:
https://t.co/I7rOBjmeKO",0,"Tessie Clune","Nashville, TN","Musician/Singer/Composer/Songwriter/Visual Artist/Poet/#tessieMay #EnchantedMusicbox #FranklinPianoGirl #TheRemfields inquiries: tess.piano.suites@gmail.com",5161,-86.9061437,36.0608046
"2020-08-14 14:43:10","Grav1","To the moon! And back, with a laser beam. NASA has succeeded in getting a signal back from a laser fired at a lunar reflector the size of a paperback book. The research potential for scientists is mind-boggling.
#moon #space #science #research #NASA #laser https://t.co/2XQ9amSSQL",1,"John Gravois","Mansfield, TX","Former Houston Chronicle politics editor. Ex-deputy managing editor at Fort Worth Star-Telegram, Austin and Washington bureaus for Houston Post. Proud grandpa.",3473,-97.1416768,32.5631924
"2020-08-14 14:36:28","MayaSvevak","The #serial continues: The Forefather
Can two people converse across millennia? What is this #extraordinary #power transcending #space &amp; #time?
Curious? Follow the #story at https://t.co/MTKdeiytnm.
#speculativefiction #literaryfiction #otherworldly #bookseries #sveviavatar https://t.co/H8Xk6XyXit",0,"Maya Svevak","New York, NY","Maya Svevak, author of Svevi Avatar. Our world. Alternate timeline. The ancients live in symbiosis with nature; settlers destroy the peace. Who will prevail?",432,-74.005974,40.712776
"2020-08-14 14:32:58","rchakaki","A brilliant presentation on #space in #refugee camps by #HebaDahsheh a #Palestinian refugee in #Lebanon on a @boostvip webinar https://t.co/lTwAFw0Xr3",0,"rama chakaki","Los Angeles, CA","Built the 1st Social Business Incubator in the MidEast. Investing in #youth #EDU & Tech. #socEnt #impinv @tedxbeaconst speaker 2017",5417,-118.2436849,34.0522342
"2020-08-14 14:21:55","HiArthurAlien","They love it 👽🛸💦👊

https://t.co/DDz5sWxd6r

#ufo #ufos #alien #aliens #ConspiracyTheorist #conspiracy #ConspiracyTheory #scifi #space #meme #memes #alienmeme #freefortnite #ufosightings #ufoclub @JeremyCorbell @joerogan https://t.co/THncA3CejG",0,"Arthur Alien 👽🎥🛸","Pennsylvania, USA","Creative Director @ inHouseAlien | Hybrid Creative 🎬📸🎥 | UFO Hunter 🛸 | Designer | Advertising | Photographer | 60% Psychic",1176,-77.1945247,41.2033216
"2020-08-14 13:06:15","MyEnergyOfficer","Fascinating, exciting, ingenuis

This ""second wave"" of #Space exploration is just as exhilarating as the first.

Privileged to experience both

#NASA 
#STEM 
#STEMeducation https://t.co/jyVLvrDZEp",2,"Drew Rankin","Connecticut, USA","Integrated Optimization of Energy, Utilities, Operations & Markets to Deliver Enterprise Sustained Higher Performance",657,-73.087749,41.6032207
"2020-08-14 12:51:28","PChase814","Come on guys, have a little modesty 🤣🤣🤣🤣

#Space #fridaymorning https://t.co/vM8CPGjhQA",0,"Patrick Chase","Rochester, NY","Proud Rochestarian, #BillsMafia, 🌈, future Martian, pragmatic progressive. Opinions expressed are 100% my own.

he/him/his",185,-77.6088465,43.1565779
"2020-08-14 12:43:29","SuitedtechLLC","Think about waking up with a different view every day. Flying skyscraper?!?!? Dream big and anything is possible! #NASA #technology #engineers #Engineering #SmartCity #future #Space https://t.co/NtUTVZOjqb",0,"Suited Technologies, LLC","Florida, USA","We offer technology solutions that help keep perceived wait times down, customers entertained and employees productive. #directv #att #technology",59,-81.5157535,27.6648274
"2020-08-14 10:56:36","AngelaSmith321","Brightest in this pic is #Mars and company 🖖🏽🤓😎🖖🏽#NaturePhotography #Space #Stars #Planets #WooHoo https://t.co/fdHyEX4Lj0",0,"Angela Smith","Bothell, WA","member Tulalip Tribes WA 0°♈️🌈Ally&fierce mama of 5 awesome sons #dancer #UnionFamily #UFCW21 #CannabisAdvocate #MUE Married the most amazing♌️#BLM #12thWoman",179,-122.2054452,47.760111
"2020-08-14 10:56:29","PocketPrismatic","Here’s a cuter picture of my newest pins, as well as the oldest ones! Which one is your favorite so far? 
.
.
.
#pin #enamelpin #hardenamelpin #pincollection #pincommunity #pincollector #cute #kawaii #kawaiifashion #space #astronaut #alien #seal #jellyfish #bear #moon #star https://t.co/OkIUMtylxG",4,"PrismaticPocket","Montreal","artist ☁️ proud rat mom ☁️ comic enthusiast ☁️ vintage toys lover",326,-73.557,45.5053333333333
"2020-08-14 10:30:40","music2relax_","Ambient Space Music 
https://t.co/xS103X9cI8 #space #ambient #ambientmusic #newage #relaxingmusic #zenmusic #chillout #newmusic #musica #MusicIsLife #nowplaying #musiclovers #relaxation #music #chill #relax #relaxing #relaxmusic",6,"Music2relax.com","Los Angeles, CA","🎶Play free relaxing music & download beautiful music to relax, meditate and sleep too  #RelaxingMusic #Spa #Meditation #Relaxation #music2relax",2810,-118.2436849,34.0522342
"2020-08-14 10:27:51","SciFiPainter","#ArtistOnTwitter #space 

I’ll show this @SciFiAbstracts painting here too because it is astronomy related: 

Sparkly color shifting metallic nebula abstract acrylic painting 12”x12” https://t.co/9dhLwDwYMz",7,"SciFiPainter","Florida, USA","Your Universe...Painted • Oil Painter, SciFi geek, coffee addict, occasional gamer • like spreading joy • typos are my favorite",770,-81.5157535,27.6648274
"2020-08-14 10:08:44","jkarpin2","Hubble spies the culprit behind Betelgeuse star's dimming
https://t.co/D7RRODwKcf
#Betelgeuse #astronomy #physics #Space #Science #Hubble",0,"Joseph Karpinski","Syracuse, NY","Interest in Astronomy, Quantum Mechanics, Particle Physics,",156,-76.1474244,43.0481221
"2020-08-14 08:14:54","QTeleporter","Lava tubes on #Mars and the Moon are so wide they can host planetary bases
#Mars2020
#SpaceX #Space #Physics 
https://t.co/yzDg1Sewkm",0,"QuantumTeleporter👽🛸","Ohio, USA","#ufotwitter #uap #ufo #MS #reader
#BREAKING #News
Doing My Best to stay out of #Politics while, like You, I am watching the world explode while in lockdown.",268,-82.907123,40.4172871
"2020-08-14 07:13:31","TheMikeMetal","Saw two ""shooting stars"" the other night from the inlet during a long phone conversation with Shaun. One in each direction. Must've been a meteor shower that night. *""Airplanes"" plays*
https://t.co/NWJzwAzquP #space #NJ #shore #meteorshower #goodluck https://t.co/ScEz0G86Rx",1,"murder hornet","Asbury Park, NJ","Metal•Rock•Singer•Horror•Marketing•Tech•Paranormal•TheUniverse•[NJ/NYC/NY]•Promo•Vocalist @DeadtideMetal. HeavyMetalHall Ambassador. 🇺🇸",634,-74.0120817,40.2203907
"2020-08-14 04:29:34","Pruthvi_Raj92","Saturn is the sixth planet from the Sun and the second-largest in the Solar System, after Jupiter.

Celestron 8” EDGE HD
Canon EOS 6D Mark II

#celestron #edgehd #saturn #solarsystem #space #phoenix #arizona https://t.co/NJUwnCnPPA",0,"Pruthvi Raj Tony","Phoenix, AZ","When ur Gud at SoMe ThNg , NeVeR Do iT fOr FrEe",99,-112.0740373,33.4483771
"2020-08-14 04:00:59","SerialMuse","Best Stuff https://t.co/jOZVNtLM1b #serialmuse #blog #beststuff #feel #space #poetry #creativity #wordsalad",0,"Julie Voice","Woodland, CA","Wellness Guide & Creativity Coach
Customer Care Specialist at Balance IT",344,-121.7732971,38.6785157
"2020-08-14 03:03:42","Scrawleyart","Day 6: Space

#scrawleyart #dailysketch #day6 #space #outerspace #astronaut #atxartist #atx https://t.co/NyWD5kFZvX",3,"Sara Crawley","Austin, TX","A 2D Animator/Storyboarder who makes stickers, and runs from zombies | SCAD Alumni 

☕Ko-Fi https://t.co/d3vucWoamP

#ATX #scrawleyart",151,-97.7430608,30.267153
"2020-08-14 02:42:56","monster_dre87","Start to finished piece, 8x10 mix media board. Spray paint, and paint pens. #ArtistOnTwitter #Art #AZArtist #spraypaint #paintpen #Posca #artist #spraypaintart #space #galaxy #forsale https://t.co/K9lieMQtSH",1,"Dre","Casa Grande, AZ","AkA Squatting Bear

Enjoy every moment to its fullest. 
If you have questions, ask away. ✌",71,-111.7733902,32.9110027
"2020-08-14 02:34:10","Chris87Baker","#onthisday 1969 the astronauts from Apollo 11 are given a ticker tape parade in NYC and awarded the Medal of Freedom by President Nixon. #20thcentury #history #OTD #americanhistory #NYC #Moon #Space https://t.co/lxZMLuHu3y",0,"Chris Baker","Oxford, OH","Conservative, Historian, Outdoorsman, Constitutionalists, Zionist 🇺🇸",176,-84.745231,39.5069974
"2020-08-14 01:42:57","Miz_Palou","Give me #Space",0,"MizPalou24","San Francisco, CA","SF🌉 i📞home.I’m a Native=BORN&RAISED. Miz Palou was created only 1 Z.🌈 out of Bayview. 👻📸@ChocolateDeeDom",435,-122.4194155,37.7749295
"2020-08-14 01:31:29","CSCEDC","Proud of @shellibrunswick, one of our Board of Directors, and COO, @SpaceFoundation. She’ll be discussing women in #space industry with @widglac. ⬇️ https://t.co/wggIYummmR",1,"CS Chamber & EDC","Colorado Springs, CO","We're here to help you achieve your business goals.",1555,-104.8213634,38.8338816
"2020-08-14 01:30:40","FlemPlays","Playing the Outer Worlds: https://t.co/DXckCYnnTa #FlemPlays #TheOuterWorlds #Obsidian #Game #RickandMorty #Rick #Morty #DanHarmon #JustinRoiland #RPG #Fallout #NewVegas #Fallout4 #NukaWorld #DLC #Space #Travel #Explore #Tinker #Build #Modify #Craft #PS4 #Playstation",0,"FlemPlays (Content Creator)","Texas, USA","I make YouTube Gaming videos, stream to Twitch, and like long walks on the beach. 1/3 of Bad Lot Gaming.",36,-99.9018131,31.9685988
"2020-08-14 01:25:14","geoffnotkin","""The reason I've had this career is because I had a different perspective ... and @nss helps do that,"" said @Lori_Garver during this evening's excellent NSS #Space Forum video presentation✨

Learn more about our mission at --&gt; https://t.co/VLWJheIEsi 

#NASA #tech #future https://t.co/2ppP5Xs5uO",4,"Geoffrey Notkin","Tucson, AZ","National Space Society President @NSS | TV host @MeteoriteMen | CEO @MeteoritesAZ | Emmy winner | @TEDx speaker | Author | Filmmaker | https://t.co/2gjTyOWvX3",15069,-110.9747108,32.2226066
"2020-08-14 01:21:44","itinerbury","#nocode #Mobile  #ElonMusk #Tesla #space #distancelearning2020 

Innovators, help Johnny break the top 100.

Welcome to Xoviion
Today! Amazon US ebook just $1. 

""Neurvine's obvious talent for worldbuilding is seen in every new setting."" -K. Boersma
https://t.co/0lVFZFL47I https://t.co/VJxHS69cGm",1,"Itinerbury Publishing - Incredible Interaction.","Boise, ID","Welcome to the home of great entertainment, where we believe that excellent content helps fuel a rich and fulfilling journey.",112,-116.2,43.6166666666667
"2020-08-13 23:46:00","SkilledHardcore","- other star never reach - 
Instagram: graphiczcode
twitter: skilled hardcore       

Size: 2100/1181 Height: 1.06 MB
hashtag #skilledofdesign #nasa #GraphicDesign #photo #space 
i really don't know we every going to reach those planet https://t.co/mcfbsFBPtl",0,"Skilled Hardcore","Winston-Salem, NC","I do graphic images on this account more down below. 

Here is my game accound @Rax3th ⬅️",951,-80.244216,36.0998596
"2020-08-13 23:33:09","LaydenRobinson","A costly victory, and act of treason; a secret that could shatter it all. Read the masterful #SciFi here here &gt; https://t.co/dYDbNr7oLs #ThursdayFun #SFF #sciencefiction #military #space #Kindle @DavidRebbitt https://t.co/ru4QYFwfTN",0,"Layden Robinson","San Diego, CA","""Don't ever be ashamed of your story.  Somewhere there is someone who will be inspired by it.""
Contact for Social Media Assistance: robinsonderek@hotmail.com",82684,-117.1610838,32.715738
"2020-08-13 23:32:51","andypierucciUT","Another successful rocket motor test completed in #Utah. #space #definingpossible #utpol #UtahBusiness https://t.co/qxXsgGZZGn",0,"Andy Pierucci","Utah, USA","Husband, father, avid baseball fan, policy wonk, defense and aerospace guy, international trade, marketing and communications professional.",1485,-111.0937311,39.3209801
"2020-08-13 23:27:31","EridanusInd","Rendering of the textures for the new destroyer class!  This class will be the only one to feature an integrated spinal weapon for taking on ships far above its own weight class.  #game #gamedev #indiegame #indiedev #substancepainter #blender #spaceship #space https://t.co/odW3uHusuv",4,"Eridanus Industries","Seattle, WA","Just a Navy officer making a game about space navies.  Bringing real-time tactics back into space.  https://t.co/jwids90EBZ",156,-122.3320708,47.6062095
"2020-08-13 23:16:05","tavaz_","Femalien Cover @fullmoonhorror  
Lineart Jason Struts
Colors by me @tavaz_ 
#horror #Space  #alien #femalien #sexy  @ScreamingSoup1  @HorrorAddictsTV  #scifi #SciFiArt #action #HorrorCommunity #horrorcomics  #horrorhost #creaturefeatures @RealCharlesBand https://t.co/NSviEY6lzU",0,"Tavaz","Monterrey Mexico","Professional comic Colorist working for Full Moon and Caliber Comics. and horror fan.",46,-100.3,25.6666666666667
"2020-08-13 22:41:36","evans_jesi","Look at this finished Facehugger Egg Cross-stitch that @leshana1 did!
#xenomorph #aliens #alien #crossstitch #crossstitchpattern #etsyseller #etsyshop #etsysellersofinstagram #crossstitchersofinstagram #embroidery #art #thestitcherywitchery #movie #monster #horror #movies #space https://t.co/uq5rEMbrs8",0,"JEM","Louisville, KY","Artist - Hand Embroidery, Cross Stitch Design, Drawing, Digital, etc. I also excel at being anxious and tired.",86,-85.7584557,38.2526647
"2020-08-13 22:21:09","LesGouldWrites","It's lasers into space. Science is cool even when it shoots back.
#Science #Space #explore
https://t.co/R3N3bUXA6J",0,"Les Gould","Virginia, USA","Engineer, Author, and Space Enthusiast!",289,-78.6568942,37.4315734
"2020-08-13 22:04:01","jinneetachi","“Don't ask what the world needs. Ask what makes you come alive, and go do it. Because what the world needs is people who have come alive.” - Howard Thurman
*:･ﾟ✧ #starchild #dream #space #pattern https://t.co/rVsmRafL5u",0,"jinneetachi","California, USA","Art is love, Art is Life.
🌔jinneetachi on IG | FB🌖
Check out my announcements for Art stuffs and me rambling about Games and DnD the rest of the time
(oDo; )",11,-119.4179324,36.778261
"2020-08-13 22:00:17","_a_ark","Nasa merch (LIFT OFF) https://t.co/nmdNEUI4eV

#nasa #space #spacex #science #universe #moon #earth #cosmos #astronaut #Mars2020  #stars #iss #astrophysics #elonmusk #apollo #physics  #astrop #esa   #rocket https://t.co/nTts2xfquD",1,"RAIKAGE","California, USA","why are you here? 
why am i here?.
ZOD RULES.",239,-119.4179324,36.778261
"2020-08-13 21:43:26","MrSomthinlight","Here you have..

An actual #CTscan of my brain at all times. 24/7. 
#Astronomy
#Space #Stars 
#MilkyWayGalaxy https://t.co/uh1rZmwZzs",0,"Mr SomethingLight","Tennessee, USA","Husband. Father.                      Astronomy Nerd.    Science Lover.     Human activist of all inhabitants of earth.                       Kind hearted!",18,-86.5804473,35.5174913
"2020-08-13 21:37:04","DittmarML","Check out the FREE virtual #ASCEND #Space #Science &amp; #Technology Summit, 19 August 2020. Register now!  https://t.co/gnDnm6Yqke",0,"Dr. Mary Lynne Dittmar","Washington, DC","CEO @xploredeepspace, Natnl Space Council & FAA Commercial Space advisor, @theNASEM Space Studies Board. Tweets are my own. #WomanInSTEM #WomanInAerospace",4848,-77.0368707,38.9071923
"2020-08-13 20:53:08","LuluWalcott1","#Space #Science #Stars #Astronomy --&gt; Dimming of one of galaxy’s brightest stars ’caused by dust cloud’ | Raw Story https://t.co/dZemjkzeLp via rawstory",0,"Lulu Walcott 🦂 Green Bernie Bro @GreenPartyUS🌻","Los Angeles, CA","Green-eyed Jamaican🇯🇲Irish🇮🇪 #Mulatto in L.A. Progressive. Independent. Actor. #Atheist #Feminist #Bernie2020 #NotMeUs @GreenPartyUS 🌻 @4apeoplesparty 🌎🌞",1963,-118.2436849,34.0522342
